phase,order,ticket_id,filename,title,priority,status,confidence,objective,scope,functional_requirements,technical_requirements,acceptance_criteria,required_tests,documentation_updates,out_of_scope,dependencies,implemented_evidence,test_evidence,documentation_evidence,missing_requirements,blockers,recommended_action,overlay
phase-1-1,18,18.11,18-11-order-rejection-cancellation-flow.md,Ticket 18.11 - Order Rejection and Cancellation Flow,P1,PARTIALLY_IMPLEMENTED,HIGH,"Make negative order outcomes explicit, reasoned and auditable instead of informal status changes.",Define rejection policy for station | Define cancellation policy for breeder/admin | Require reason for rejection/cancellation | Add reason modal UI | Add status transition guards | Notify affected parties | Create audit logs | Create proof events where appropriate,Station can reject allowed orders with reason | Breeder can cancel own draft or submitted order according to policy | Admin can cancel/amend with reason where support policy allows | Reasons are visible to relevant parties | Negative status closes or restricts further workflow actions,"Store reason in OrderStatusHistory or dedicated order decision fields | Capture actor, role, organization, timestamp and previous status | OrderService.rejectOrder | OrderService.cancelOrder | Validation for mandatory reason | Transition guard for allowed statuses | Only assigned station can reject | Only owning breeder/admin can cancel according to policy | All negative transitions audit logged",Station rejection requires reason | Breeder cancellation requires reason where policy requires | Allowed cancellation statuses are defined and enforced | Rejected/cancelled orders cannot continue normal fulfilment | Relevant notifications are sent or queued | Audit log records decision | Status history records reason | UI shows reason to authorized users,Test rejection with reason | Test rejection without reason fails | Test cancellation policy by status | Test unauthorized cancellation/rejection denied | Test post-rejection actions blocked,Document rejection/cancellation policy,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-09-order-command-service.md, 03-04-breeder-order-detail.md, 04-03-station-order-management.md",apps/web/app/app/station/orders/page.tsx exposes reject action for station users. | apps/web/features/station-order-management/station-order-management.mjs executes reject_order with a reason. | packages/domain/src/orders/semen-order.mjs supports reject and cancel commands. | apps/web/features/order-creation/semen-order-creation.mjs supports draft cancellation.,packages/domain/src/orders/semen-order.test.mjs covers reject/cancel command behavior. | apps/web feature tests cover station reject and draft cancel paths. | npm test passed.,docs/architecture/order-command-service.md documents rejection and cancellation transitions.,No full submitted-order cancellation UI found for breeder/admin support. | No notification/template orchestration for rejection/cancellation events. | Reason display is not yet a complete cross-role activity timeline.,Depends on notification and activity/comment work for complete user-facing communication.,"Complete non-draft cancellation, reason visibility and notification handoff without widening payment/logistics scope.",docs/tickets/_analysis/status-overlays/phase-1-1/18-11.status.md
phase-1-1,19,18.12,18-12-order-activity-comments.md,Ticket 18.12 - Order Activity and Comments,P1,NOT_IMPLEMENTED,HIGH,"Add a lightweight order activity and comments layer so users see context and communication around an order, not only raw statuses.","Create OrderActivity or OrderComment model | Support system activity entries | Support shared comments between breeder and station | Support internal admin/station notes if needed | Display activity on order detail | Link activity to actor, organization and role | Define visibility levels",Users can see system activity for authorized orders | Authorized users can add shared comments | Internal notes are visible only to permitted roles if implemented | Status changes appear in activity feed or are linked from it | Comments preserve timestamp and author context,"Suggested fields: id, orderId, type, visibility, message, createdByUserId, createdByOrganizationId, createdByRole, createdAt | Types: SYSTEM_STATUS, USER_COMMENT, INTERNAL_NOTE, SUPPORT_NOTE | Add create comment endpoint/action | Add list order activity endpoint/action | Validate visibility and role permissions | Users can only comment on authorized orders | Internal notes must not leak to breeders if marked internal | Comments may be audit-relevant but do not replace audit log",Order activity model exists or documented equivalent implemented | System events can appear in order activity | Authorized users can add comments | Comments show actor/org/role/timestamp | Visibility rules are enforced | Order detail shows activity feed | Unauthorized users cannot view or add comments,Test add comment by authorized breeder/station | Test unauthorized access denied | Test visibility filtering | Test system activity creation hook if implemented,Document comment vs audit-log distinction,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-03-semen-order-status-history.md, 03-04-breeder-order-detail.md, 04-03-station-order-management.md",No OrderActivity or OrderComment model found in packages/database/prisma/schema.prisma. | No comments route or comment command service found.,No order activity/comment tests found.,"Audit/status history docs exist, but they are not an order comments implementation.",No user-visible order activity feed or comments implementation found.,Should follow order rejection/cancellation visibility and admin support decisions.,Add order activity/comment model and UI after core order support surfaces are stable.,docs/tickets/_analysis/status-overlays/phase-1-1/18-12.status.md
phase-1-1,20,18.14,18-14-delivery-confirmation-flow.md,Ticket 18.14 - Delivery Confirmation Flow,P1,IMPLEMENTED,HIGH,Make delivered semen shipment a confirmable workflow moment rather than only an externally or manually set tracking status.,Define delivery confirmation policy | Add breeder acknowledge-received action if in scope | Allow station mark dispatched/delivered according to policy | Capture confirmation actor and timestamp | Create proof event and audit log | Show confirmation on order/shipment detail | Handle disagreement or delayed state minimally,Station can mark shipment dispatched | Breeder can confirm received when allowed | Shipment current status reflects confirmation | Proof timeline shows delivery confirmation | Order can move toward completed state after delivery according to policy,"Add confirmation fields if needed: deliveredAt, confirmedReceivedAt, confirmedByUserId, confirmationSource | Avoid destructive overwrite of shipment events | ShipmentService.markDelivered | ShipmentService.confirmReceived or equivalent | Status guard for allowed transitions | Only breeder owning order can confirm received as breeder | Only assigned station can update station-side delivery statuses | All confirmations audit logged",Delivery confirmation policy is implemented and documented | Breeder can confirm receipt when allowed | Confirmation records actor/timestamp | Shipment status/tracking events updated consistently | Audit log records confirmation | Proof event records confirmation without overstating external verification | Unauthorized confirmation denied | Order detail displays delivery confirmation state,Test breeder confirmation | Test unauthorized confirmation denied | Test status/proof/audit effects | Test invalid transition denied,Document delivery confirmation policy and effect on proof level,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-13-shipment-command-service.md, 03-04-breeder-order-detail.md, 05-01-shipment-ui.md",packages/database/prisma/migrations/20260610113000_shipment_delivery_confirmation/migration.sql adds delivery confirmation data. | packages/domain/src/shipments/shipment.mjs implements confirmReceived behavior. | apps/web/app/app/orders/[orderId]/page.tsx exposes breeder shipment receipt confirmation.,packages/domain/src/shipments/shipment.test.mjs and apps/web/features/order-detail/order-detail.test.mjs cover delivery confirmation behavior. | npm test passed.,docs/architecture/shipment-command-service.md documents delivery confirmation.,No missing core delivery confirmation acceptance evidence found in the current codebase.,,Keep this ticket closed.,docs/tickets/_analysis/status-overlays/phase-1-1/18-14.status.md
phase-1-1,21,18.15,18-15-document-revocation-replacement.md,Ticket 18.15 - Document Revocation and Replacement,P1,IMPLEMENTED,HIGH,Allow incorrect or outdated documents to be revoked or replaced without destroying proof history.,Add document status lifecycle | Implement revoke document action | Implement replace document action | Require reason for revocation/replacement | Preserve original document metadata and storage key | Link replacement to original document | Show status in UI | Audit all lifecycle changes,Authorized user can revoke own/allowed document according to policy | Authorized user can replace document with a new version | Superseded/revoked documents are clearly labelled | Proof-relevant documents are not hard-deleted through normal UI | Active document list can hide or group superseded documents,"Document.status values: ACTIVE, SUPERSEDED, REVOKED | Document.replacedByDocumentId or replacement group relation if implemented | Document.revocationReason / replacementReason if chosen | Lifecycle timestamp and actor captured through audit/amendment | Revoke document service/action | Replace document service/action | Controlled viewing should consider document status | Only permitted roles can revoke/replace | Reason mandatory | Actions audit logged | No silent hard delete for proof-relevant documents",Document status lifecycle implemented | Document can be revoked with reason | Document can be replaced and original becomes superseded | Original metadata remains accessible to authorized admin/support | Controlled viewing respects status policy | UI displays document status | Audit log records revoke/replace | Tests cover lifecycle rules,Test revoke with reason | Test revoke without reason fails | Test replace document | Test superseded document visibility | Test unauthorized lifecycle change denied,Update document access/spec docs with lifecycle rules,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-05-document-evidence-model.md, 06-01-object-storage-integration.md, 06-03-controlled-document-viewing.md, 01-09-amendment-v1.md",packages/database/prisma/migrations/20260610120000_document_lifecycle/migration.sql adds document lifecycle status fields. | packages/domain/src/documents/document-storage.mjs implements revokeDocumentFile and replaceDocumentFile. | apps/web/app/app/documents/[documentId]/page.tsx exposes revoke and replace actions.,packages/domain/src/documents/document-storage.test.mjs covers revoke/replace behavior. | apps/web document route tests cover access behavior. | npm test passed.,docs/architecture/document-storage-and-access.md documents document lifecycle behavior.,No missing core revocation/replacement acceptance evidence found in the current codebase.,,Keep this ticket closed.,docs/tickets/_analysis/status-overlays/phase-1-1/18-15.status.md
phase-1-1,22,18.17,18-17-payment-reference-ui.md,Ticket 18.17 - Payment Reference UI,P1,NOT_IMPLEMENTED,HIGH,Expose payment reference status in the product without implementing full payment processing.,Display payment status on order detail | Allow authorized admin/station to create or update manual payment reference according to policy | Show amount/currency/provider reference if present | Add payment status badge | Audit payment reference changes | Keep no-card-data rule explicit,Breeder can see payment status/reference if relevant to order | Station/admin can maintain manual payment reference where allowed | Payment status updates are visible on order | Payment is not required for all flows unless configured,"Use PaymentReference model only; do not store card numbers, bank credentials or sensitive payment details | Create/update PaymentReference service/action | Endpoint validates role and order relationship | Audit hook for status changes | No card data fields | No payment processor checkout unless future ticket | Payment provider reference must not be treated as proof of settlement without status policy",Payment panel visible on order detail | Payment status badge displays current status | Authorized role can create/update payment reference | Unauthorized update denied | No sensitive payment data is collected or stored | Payment update audit logged | Breeder can view relevant status | Documentation states this is reference flow only,Test display payment status | Test authorized update | Test unauthorized update denied | Test no sensitive fields accepted,Update payment reference docs and no-card-data rule,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","10-01-payment-reference-model.md, 10-02-payment-provider-adapter-placeholder.md, 03-04-breeder-order-detail.md, 04-03-station-order-management.md",No PaymentReference model or UI route found.,No payment reference UI tests found.,Scope guard docs exclude real payment processing.,No payment reference capture/display UI found.,Depends on PaymentReference model ticket.,Implement payment reference UI only after placeholder model exists; do not add card processing.,docs/tickets/_analysis/status-overlays/phase-1-1/18-17.status.md
phase-1-1,23,18.18,18-18-notification-template-registry.md,Ticket 18.18 - Notification Template Registry,P1,NOT_IMPLEMENTED,HIGH,Define notifications as a testable product surface through a template registry and event-to-template mapping.,Create notification template registry | Define templates for core order/shipment/document/admin events | Add subject lines | Add plain text body templates | Optional HTML body templates | Define event-to-template mapping | Define recipient rules per template | Add dev preview or snapshot-friendly output | Add failed delivery retry placeholder if not implemented,Order submitted notifies station | Order received/confirmed/rejected notifies breeder as configured | Shipment created/updated/delivered notifies breeder | Document uploaded notifies relevant role | Admin action required template exists,Templates should use typed variables | Missing required variables should fail safely | Avoid hardcoded recipient emails | Keep templates provider-agnostic | NotificationLog should reference templateId where applicable | Notification orchestration resolves template by event type | Template rendering service accepts event payload and recipient context | Do not include sensitive document links directly unless controlled links are intentionally short-lived and permissioned | Avoid leaking other party private data in email templates,Template registry exists | Core Phase 1 templates defined | Each template has subject and plain text body | Templates use typed variables | Event-to-template mapping exists | Recipient rules are documented or encoded | NotificationLog stores template reference where possible | Tests cover rendering and missing variables,Test template rendering for core events | Test missing variable handling | Test event-to-template mapping | Test no hardcoded recipient email,Document notification template matrix,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","09-01-email-provider-integration.md, 09-02-notification-orchestration.md",No notification template registry files found. | No NotificationLog model found in Prisma schema.,No notification template tests found.,No implemented template registry documentation found.,"No template keys, rendering contract, registry or tests found.",Should precede email provider and orchestration.,Create a static template registry and tests before provider integration.,docs/tickets/_analysis/status-overlays/phase-1-1/18-18.status.md
phase-1-1,24,18.19,18-19-action-required-in-app-notifications.md,Ticket 18.19 - Action Required In-App Notifications,P1,PARTIALLY_IMPLEMENTED,HIGH,Give users an in-product list of what requires their attention rather than relying only on email or scattered dashboard counts.,Define ActionRequired as model or derived query pattern | Create breeder action list | Create station action list | Create admin action list | Link action item to relevant object | Support seen/dismissed state if model-based | Integrate into dashboards | Define priority and due/created dates where useful,"Breeder sees draft orders needing submission, confirmed orders needing review, deliveries needing confirmation where applicable | Station sees submitted orders needing receive/confirm/reject and shipments needing update | Admin sees support, failed notification or amendment items where implemented | Clicking item opens relevant object","Model fields if persisted: id, userId/orgId/role, type, objectType, objectId, title, description, status, createdAt, seenAt | Derived query alternative must be documented | Endpoint/query returns action items for active context | Results must be permission-filtered | Action items must not leak existence of unauthorized orders/documents | Items must be based on active organization/role context",Action-required list exists for breeder dashboard | Action-required list exists for station dashboard | Admin action list exists or clear placeholder implemented | Items link to authorized objects | Empty state exists | Permission filtering works | No email-only dependency for knowing next action,Test breeder action query | Test station action query | Test permission filtering | Test item link target generation,Document action-required derivation/model,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","03-01-breeder-dashboard.md, 04-01-station-dashboard.md, 08-01-admin-dashboard.md, 18-09-order-command-service.md",apps/web/features/breeder-dashboard/breeder-dashboard.mjs and station-dashboard.mjs derive action-oriented dashboard cards from records. | Order and shipment services expose notification hook results.,Dashboard feature tests cover action-oriented summaries. | Domain tests cover notification hook contracts. | npm test passed.,docs/ui-function-map.md documents dashboard action surfaces.,"No persisted in-app notification model or notification center found. | No action-required notification lifecycle, read/dismiss state or admin inspection found.",Depends on notification template/orchestration decisions.,Implement persisted action-required notifications after notification registry/orchestration foundation.,docs/tickets/_analysis/status-overlays/phase-1-1/18-19.status.md
phase-1-1,25,18.33,18-33-status-display-system.md,Ticket 18.33 - Status Display System,P1,PARTIALLY_IMPLEMENTED,HIGH,"Create a central display system for order, shipment, payment and verification statuses so users understand current state and next action.",Status label registry | Order status display config | Shipment status display config | Payment status display config | Verification level display config | Allowed next-action hints by role/status | Reusable status components | Documentation of status language,User sees human-readable status labels | User sees role-specific next action where useful | Status badges are consistent across dashboards/details | Verification levels are explained without overclaiming proof strength,Centralize status display config | Do not duplicate labels in every component | Keep business transition rules in services; display config may reference allowed actions but not enforce alone | Do not reveal unauthorized next actions | Badges are display only and cannot replace server permission checks,Central status display config exists | Order status labels/descriptions exist | Shipment status labels/descriptions exist | Payment status labels/descriptions exist | Verification level labels/descriptions exist | Reusable badge components exist | Role-specific next-action hints implemented or documented | At least one dashboard/detail uses shared status components,Test status config completeness for all enum values | Test badge rendering for key statuses | Test no missing label for active enum values,Document status language and verification level wording,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-03-semen-order-status-history.md, 01-04-shipment-tracking-event.md, 10-01-payment-reference-model.md, 01-07-verification-level-v1.md, 18-24-shared-ui-components.md",apps/web/components/ui/status-badge.tsx provides shared status badge UI. | apps/web/features/orders/order-status-display.mjs and shipment/status helpers map order and shipment statuses for display. | Dashboard/order/station routes use shared status presentation.,Status helper behavior is covered by feature tests. | npm test passed.,docs/ui-design-system.md documents status badge styling.,"No complete central status display registry for all entities including payments, documents, notifications and admin support states found.",Some later statuses depend on payment/notification/admin tickets.,Complete status display registry as new entity workflows are finalized.,docs/tickets/_analysis/status-overlays/phase-1-1/18-33.status.md
phase-1-1,26,18.20,18-20-admin-order-support-view.md,Ticket 18.20 - Admin Order Support View,P1,NOT_IMPLEMENTED,HIGH,Give platform admins a controlled order-support workspace that shows order context without enabling silent data manipulation.,Admin order search | Admin order detail view | Show status history | Show proof timeline | Show linked documents | Show audit log excerpt | Show payment/shipment/comment context if implemented | Create amendment from order context | Add support notes if comments/support model exists,"Admin can search order by order number, breeder, station, status | Admin can inspect a single order's full operational context | Admin can initiate amendment without direct silent overwrite | Admin can access related audit/proof/document views",Admin-only order search endpoint/query | Admin order detail aggregation endpoint/query if needed | Pagination for search results | Admin access requires Platform Admin role | Admin access is audit logged where sensitive | No direct DB-style edit of proof-critical fields,Admin order search exists | Admin order detail exists | Admin can view status history | Admin can view proof timeline | Admin can view linked documents subject to admin policy | Admin can view related audit logs | Admin can start amendment from order view | Admin cannot silently overwrite proof-critical fields | Admin access is logged where configured,Test admin can search orders | Test non-admin cannot access support view | Test amendment CTA uses proper flow | Test sensitive view audit if implemented,Document admin support workflow and no-silent-overwrite rule,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","08-01-admin-dashboard.md, 08-03-admin-amendment-workflow.md, 18-21-audit-log-viewer-ui.md",apps/web/app/app/admin/page.tsx exists but only redirects; no admin order support route found. | Order repositories exist and could support future queries.,No admin order support tests found.,docs/ui-function-map.md identifies admin/support needs.,No admin order list/detail support view found. | No support actions or support-safe read model found.,Depends on RBAC runtime hardening and proof/audit visibility foundations.,Build admin order support after RBAC and proof/audit visibility foundations.,docs/tickets/_analysis/status-overlays/phase-1-1/18-20.status.md
phase-1-1,27,18.21,18-21-audit-log-viewer-ui.md,Ticket 18.21 - Audit Log Viewer UI,P1,NOT_IMPLEMENTED,HIGH,Make auditability visible and searchable for platform admins and technical reviewers.,Create Audit Log list page | Add filters by object type/object ID | Add filters by actor/user | Add filters by organization | Add filters by action | Add date range filter | Create audit detail view or expandable row | Add pagination | Enforce read-only behavior,"Admin can find all audit logs for an order, document, shipment or user | Admin can inspect previous/new value where stored | Admin can filter by time range | Audit log entries are not editable from UI",Admin audit log query endpoint with filters and pagination | Do not expose audit logs to non-admin users unless later ticket defines it | Admin-only access | Audit viewer access may itself be audit logged if policy requires | No mutation endpoints for audit log editing,Audit log viewer page exists | Admin can filter by object type/id | Admin can filter by actor and organization | Admin can filter by action and date range | Pagination exists | Detail view exists | Audit logs are read-only | Non-admin access denied,Test admin access | Test non-admin denied | Test filters produce expected query | Test read-only behavior,Document audit log viewer usage and limitations,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-08-audit-log-v1.md, 08-01-admin-dashboard.md",AuditLog model and domain helpers exist. | No audit log viewer route/component found.,No audit log viewer UI tests found.,docs/architecture/audit-log-model.md documents audit log model.,"No admin audit log viewer UI, filters or export surface found.",Depends on admin dashboard and access logging scope.,Implement audit log viewer after RBAC/access logging pattern is stable.,docs/tickets/_analysis/status-overlays/phase-1-1/18-21.status.md
phase-1-1,28,18.22,18-22-permission-management-ui.md,Ticket 18.22 - Permission Management UI,P1,NOT_IMPLEMENTED,HIGH,Allow controlled granting and revoking of object-level permissions without creating unrestricted access paths.,Admin permission list | Grant permission flow | Revoke permission flow | Set expiry date | Select scope | Select object type/object ID | Show active and expired permissions | Audit permission changes | Prevent unrestricted buyer access,Admin can grant scoped permission to user/organization | Admin can revoke permission | Admin can set expiry | Admin can review existing permissions for object/user | System enforces permission changes through AccessPermission service,"Use existing AccessPermission fields; add revokedAt/revokedBy/reason if needed | Do not create broad wildcard permissions unless deliberately documented and restricted | PermissionService.grant | PermissionService.revoke | PermissionService.listByObject | PermissionService.listByUser or organization | Only platform admin can grant/revoke in Phase 1.1 unless policy says otherwise | Every permission change audit logged | Buyer view remains future permissioned generated view, not full DB access",Permission management UI exists | Admin can grant scoped permission | Admin can revoke permission | Expiry can be set | Active/expired/revoked permissions visible | Permission changes audit logged | Unauthorized access denied | No unrestricted buyer/full database access introduced,Test grant permission | Test revoke permission | Test expiry handling | Test non-admin denied | Test permission change audit hook,Update role/permission matrix with management workflow,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","02-03-access-permission-v1.md, 02-02-rbac-middleware.md, 08-01-admin-dashboard.md",Role and UserOrganizationRole models exist. | No permission management UI route found.,No permission management UI tests found.,docs/security/role-permission-matrix.md documents static role behavior.,No admin UI for assigning/changing memberships or permissions found.,Depends on admin user/org management and RBAC runtime hardening.,Implement permission management after admin user/org foundation is available.,docs/tickets/_analysis/status-overlays/phase-1-1/18-22.status.md
phase-1-1,29,18.32,18-32-support-request-flow.md,Ticket 18.32 - Support Request Flow,P2,PARTIALLY_IMPLEMENTED,MEDIUM,Give users a practical way to request support from within an order context.,Support CTA on order detail | Support request form | Link request to order/object | Category selection | Message field | Notify admin or create action-required item | Admin support queue lightweight | Status tracking optional but recommended,Breeder/station can create support request from authorized order | Admin can view support requests | Support request includes object context | Request creation can notify admin | User gets confirmation,"Suggested SupportRequest fields: id, objectType, objectId, category, message, createdByUserId, organizationId, status, createdAt, updatedAt | Status values: OPEN, IN_REVIEW, RESOLVED, CLOSED | Create support request action | List admin support requests | Update support status optional | User can only create support request for authorized object | Admin-only support queue | Support messages may contain sensitive info and must be permissioned",Support CTA exists on order detail | Authorized user can submit support request | Request links to order/object | Admin can view request | Admin notification/action item created or queued | Unauthorized support request creation denied | User receives confirmation | Sensitive context not exposed to unauthorized users,Test create support request | Test unauthorized object support denied | Test admin list access | Test notification/action hook if implemented,Document support request workflow and categories,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","03-04-breeder-order-detail.md, 04-03-station-order-management.md, 08-01-admin-dashboard.md, 09-02-notification-orchestration.md",Some UI surfaces include support/help links or route-adjacent access-denied guidance. | apps/web/app/access-denied/page.tsx gives users a recovery path.,"Error/access handling tests exist, but no support request flow tests found.",docs/architecture/error-handling.md documents recovery/error messaging.,"No support request model, form, submission route or admin triage flow found.",Depends on admin support and notification decisions.,Implement a scoped support request flow after admin order support exists.,docs/tickets/_analysis/status-overlays/phase-1-1/18-32.status.md
phase-1-1,30,18.24,18-24-shared-ui-components.md,Ticket 18.24 - Shared UI Components,P1,PARTIALLY_IMPLEMENTED,HIGH,"Create a small shared UI component foundation for consistent forms, tables, badges, empty/loading states and confirmation flows.",Button | Input | Select | Date input | Textarea | Form error display | Status badge | Verification level badge | Data table shell | Empty state | Loading state | Confirmation modal | Toast or notification UI placeholder,Forms can reuse shared components | Statuses display consistently across order/shipment/payment/proof | Users see consistent loading/empty/error states | Destructive actions use confirmation modal,Use the project's chosen styling system | Avoid importing heavy UI libraries without explicit decision | Components should be typed and reusable | Keep business logic out of generic components | Confirmation modal should be used for destructive/revocation/cancellation actions but does not replace server permissions,Shared component folder exists | Button/Input/Select/Textarea components exist | Form error component exists | Status badge component exists | Verification badge component exists | Empty/loading states exist | Confirmation modal exists | Components are used in at least one existing or example page | No feature-specific logic embedded in generic components,Render tests for core components if UI test setup exists | Basic accessibility checks where feasible,Document component usage briefly in UI/readme docs,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped",18-02-application-shell-navigation.md,"apps/web/components/ui contains shared Button, Card, DashboardShell, StatusBadge and form/input primitives. | apps/web/app/globals.css defines shared design tokens and component styles.",UI behavior is covered indirectly through feature tests; no visual/component test suite found.,docs/ui-design-system.md documents the shared design system.,"No shared confirmation modal, reusable data table or pagination component found. | No component-level documentation for all expected primitives found.",Can proceed after near-term table/search/pagination standards are chosen.,Complete missing shared primitives without creating demo-only routes.,docs/tickets/_analysis/status-overlays/phase-1-1/18-24.status.md
phase-1-1,31,18.34,18-34-table-search-pagination-standard.md,"Ticket 18.34 - Table, Search and Pagination Standard",P2,PARTIALLY_IMPLEMENTED,HIGH,"Create a consistent pattern for searchable, filterable and paginated lists across dashboards and admin views.",Shared data table component or pattern | Pagination UI | Search input pattern | Sorting convention | Filter convention | Server query convention | Loading/empty/error states | URL query parameter strategy if appropriate,Admin order search can scale beyond small demo data | Catalog/listings can search/filter consistently | Audit log viewer can paginate/filter consistently | Dashboard tables behave predictably,"Define query params for page/cursor, search, sort, filter | Prefer server-side filtering for admin/audit-heavy lists | Keep component generic and not tied to one entity | Pagination response follows API contract | Filter names documented | Sorting whitelist prevents arbitrary unsafe fields | Filters/search must still respect permissions | Do not leak counts of unauthorized objects if policy forbids it",Table/search/pagination convention documented | Shared table or pattern implemented | Pagination controls exist | Search pattern exists | Sorting/filter convention exists | At least one list uses the pattern | Server-side permission filtering is preserved | Empty/loading/error states included,Test pagination helper if implemented | Test query builder whitelist if implemented | Render test for table empty/loading state if available,Document table/search/pagination standard,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-23-api-contract-and-service-conventions.md, 18-24-shared-ui-components.md","Several route pages render tables/lists for orders, shipments and listings. | apps/web/components/ui contains shared primitives used by list surfaces.","Feature tests cover list view models, not shared table/search/pagination components. | npm test passed.",docs/ui-design-system.md and docs/ui-function-map.md describe list-heavy operational surfaces.,"No shared data table component, search component or pagination convention found. | Admin-ready filtering/search standards are not implemented.",Should align with admin order support and audit viewer needs.,Create shared table/search/pagination primitives before admin/reporting lists expand.,docs/tickets/_analysis/status-overlays/phase-1-1/18-34.status.md
